"","Codigo","Companhia","Ano","Remuneração.Média"
"2790",506,"BR TOWERS SPE1 S.A.","2017",71687.85
"2791",506,"BR TOWERS SPE1 S.A.","2016",63087.72
"2792",506,"BR TOWERS SPE1 S.A.","2015",80615.315
"2793",506,"BR TOWERS SPE1 S.A.","2014",35386848.6666667
"2794",506,"BR TOWERS SPE1 S.A.","2013",275562.676666667
"2795",506,"BR TOWERS SPE1 S.A.","2012",266537.37
"2796",507,"SER EDUCACIONAL S.A.","2017",2024613.792
"2797",507,"SER EDUCACIONAL S.A.","2016",1843394.252
"2798",507,"SER EDUCACIONAL S.A.","2015",1445433.51
"2799",507,"SER EDUCACIONAL S.A.","2014",1060335.03166667
"2800",507,"SER EDUCACIONAL S.A.","2013",1237825.212
"2801",508,"RAÍZEN ENERGIA S.A.","2017",12332329.7804762
"2802",508,"RAÍZEN ENERGIA S.A.","2016",11039459.3692857
"2803",508,"RAÍZEN ENERGIA S.A.","2015",11258995.4259524
"2804",508,"RAÍZEN ENERGIA S.A.","2014",9635743.95095238
"2805",508,"RAÍZEN ENERGIA S.A.","2013",9160043.92976191
"2806",509,"ANIMA HOLDING S/A","2017",1440006.16
"2807",509,"ANIMA HOLDING S/A","2016",1676614.37470588
"2808",509,"ANIMA HOLDING S/A","2015",1533157.17472727
"2809",509,"ANIMA HOLDING S/A","2014",1470763.58381818
"2810",509,"ANIMA HOLDING S/A","2013",1308659.04211834
"2811",509,"ANIMA HOLDING S/A","2012",1544314.64705882
"2812",510,"AMBEV S.A.","2017",7663246.42074592
"2813",510,"AMBEV S.A.","2016",7842044.12365967
"2814",510,"AMBEV S.A.","2015",8811901.17269626
"2815",510,"AMBEV S.A.","2014",7840415.06666667
"2816",510,"AMBEV S.A.","2013",8552457.38888889
"2817",510,"AMBEV S.A.","2012",4120498.98181818
"2818",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2017",1351099.15
"2819",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2016",1250000
"2820",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2015",1200000
"2821",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2014",933333.333333333
"2822",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2013",833000
"2823",511,"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.","2012",483331.976666667
"2824",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2017",2929651.982
"2825",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2016",2113781.21933333
"2826",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2015",2075383.966
"2827",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2014",2069342.687
"2828",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2013",1849948.4175
"2829",512,"OURO VERDE LOCAÇÃO E SERVIÇO S.A.","2012",1493860.47293934
"2830",514,"QUALITY SOFTWARE S.A.","2017",1135681.278
"2831",514,"QUALITY SOFTWARE S.A.","2016",48000
"2832",514,"QUALITY SOFTWARE S.A.","2015",1117222.49666667
"2833",514,"QUALITY SOFTWARE S.A.","2014",759455.436666667
"2834",514,"QUALITY SOFTWARE S.A.","2013",653275.026666667
"2835",514,"QUALITY SOFTWARE S.A.","2012",653275.026666667
"2836",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2017",12302683.2333333
"2837",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2016",10380889.8333333
"2838",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2015",4202162.44444444
"2839",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2014",6277317.54209919
"2840",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2013",6529500.25499789
"2841",515,"CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA","2012",5669240.91275962
"2842",518,"SANTO ANTONIO ENERGIA S.A.","2017",2309152.989
"2843",518,"SANTO ANTONIO ENERGIA S.A.","2016",2112509.28704545
"2844",518,"SANTO ANTONIO ENERGIA S.A.","2015",1844984.82454545
"2845",518,"SANTO ANTONIO ENERGIA S.A.","2014",2351302.99704545
"2846",518,"SANTO ANTONIO ENERGIA S.A.","2013",1503515.06045455
"2847",519,"OMEGA GERAÇÃO S.A.","2017",3582853.41666667
"2848",519,"OMEGA GERAÇÃO S.A.","2016",1149319.41333333
"2849",519,"OMEGA GERAÇÃO S.A.","2015",1126931.25333333
"2850",519,"OMEGA GERAÇÃO S.A.","2014",1056727.22333333
"2851",519,"OMEGA GERAÇÃO S.A.","2013",929619.252
"2852",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2017",413091.63
"2853",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2016",758472
"2854",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2015",641000
"2855",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2014",731666.666666667
"2856",520,"LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL","2013",545600
"2857",521,"AGUAS GUARIROBA S.A.","2017",847279.3375
"2858",521,"AGUAS GUARIROBA S.A.","2016",787878.7525
"2859",521,"AGUAS GUARIROBA S.A.","2015",932851.286666667
"2860",521,"AGUAS GUARIROBA S.A.","2014",608679.343333333
"2861",521,"AGUAS GUARIROBA S.A.","2013",899477.542635659
"2862",522,"RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.","2015",2283943.13495425
"2863",522,"RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.","2014",5812500
"2864",522,"RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.","2013",1095717.81666667
"2865",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2017",0
"2866",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2016",877146.726666667
"2867",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2015",989701.82
"2868",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2014",652282.643333333
"2869",523,"PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO","2013",767484.027131783
"2870",525,"COSAN LOGÍSTICA S.A.","2017",722177.2475
"2871",525,"COSAN LOGÍSTICA S.A.","2016",1088481.195
"2872",525,"COSAN LOGÍSTICA S.A.","2015",1323186.47666667
"2873",525,"COSAN LOGÍSTICA S.A.","2014",1666666.66666667
"2874",526,"DOMMO ENERGIA S.A.","2017",3352035.73333333
"2875",526,"DOMMO ENERGIA S.A.","2014",5300000
"2876",526,"DOMMO ENERGIA S.A.","2013",7156257.84313725
"2877",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2017",1232561.9
"2878",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2016",1371310.365
"2879",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2015",2863505.38
"2880",527,"OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.","2014",2424123.625
"2881",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2017",0
"2882",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2016",1773491.66666667
"2883",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2015",2007707.82044444
"2884",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2014",2007707.82044444
"2885",528,"CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.","2013",1849111.562
"2886",529,"PORTO SUDESTE V.M. S.A.","2017",0
"2887",529,"PORTO SUDESTE V.M. S.A.","2016",0
"2888",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2017",278179.755
"2889",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2016",5778568.36772983
"2890",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2015",4677739.6
"2891",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2014",2398947.17303448
"2892",531,"INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.","2013",1132919.16
"2893",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2017",7407720.40342954
"2894",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2016",4451908.35056835
"2895",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2015",4543678.84484848
"2896",532,"WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.","2014",2730115.94333333
"2897",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2017",780000
"2898",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2016",780000
"2899",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2015",727500
"2900",533,"YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.","2014",1960000
"2901",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2017",883121.666666667
"2902",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2016",837620
"2903",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2015",576253.333333333
"2904",534,"MAESTRO LOCADORA DE VEÍCULOS S.A.","2014",762880.656666667
"2905",535,"BR HOME CENTERS S.A.","2017",910313.838120104
"2906",535,"BR HOME CENTERS S.A.","2016",1125000
"2907",535,"BR HOME CENTERS S.A.","2015",573850.061155921
"2908",535,"BR HOME CENTERS S.A.","2014",999133.976398664
"2909",536,"PRÁTICA PARTICIPAÇÕES S.A.","2016",34755.1342812006
"2910",536,"PRÁTICA PARTICIPAÇÕES S.A.","2015",29333.3333333333
"2911",536,"PRÁTICA PARTICIPAÇÕES S.A.","2014",25666.6666666667
"2912",537,"FORNO DE MINAS ALIMENTOS S.A.","2016",698215.533333333
"2913",537,"FORNO DE MINAS ALIMENTOS S.A.","2015",512600
"2914",537,"FORNO DE MINAS ALIMENTOS S.A.","2014",216300
"2915",540,"BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2015",824626
"2916",540,"BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2014",747993.333333333
"2917",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2017",1119285.71428571
"2918",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2016",943571.428571429
"2919",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2015",696347.956246877
"2920",541,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS","2014",631084.990666667
"2921",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2017",817975.595
"2922",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2016",800367.505
"2923",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2015",754722.585
"2924",542,"BRQ SOLUÇÕES EM INFORMÁTICA S.A.","2014",1665785.9
"2925",543,"MOVIDA PARTICIPAÇÕES S.A.","2017",1781477.672
"2926",543,"MOVIDA PARTICIPAÇÕES S.A.","2014",0
"2927",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2017",537500
"2928",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2016",1673950
"2929",544,"SUGOI INCORPORADORA E CONSTRUTORA S.A.","2015",1673950
"2930",545,"CINESYSTEM S.A.","2017",15428.5714285714
"2931",545,"CINESYSTEM S.A.","2016",925143.150514264
"2932",545,"CINESYSTEM S.A.","2015",652400
"2933",546,"CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.","2017",2291751.31818182
"2934",546,"CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.","2016",1772242.33212121
"2935",547,"VERT COMPANHIA SECURITIZADORA","2017",11448
"2936",547,"VERT COMPANHIA SECURITIZADORA","2016",79832
"2937",549,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","2017",0
"2938",549,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","2016",0
"2939",549,"GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.","2015",0
"2940",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2017",2564096.77777778
"2941",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2016",1919730.8
"2942",550,"CENTRO DE IMAGEM DIAGNÓSTICOS S.A.","2015",906173.562
"2943",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2017",1819077.58
"2944",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2016",1794920.68
"2945",551,"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.","2015",1323917.07666667
"2946",552,"INSTITUTO HERMES PARDINI S/A","2017",2790008.86
"2947",552,"INSTITUTO HERMES PARDINI S/A","2016",6192397.9344058
"2948",554,"AZUL S.A.","2017",4569577.80833333
"2949",554,"AZUL S.A.","2016",2320455.1326892
"2950",556,"ATACADÃO S.A.","2017",536872204.1
"2951",556,"ATACADÃO S.A.","2016",5283277.5
"2952",557,"IRB - BRASIL RESSEGUROS S.A.","2017",5690919.64102564
"2953",557,"IRB - BRASIL RESSEGUROS S.A.","2016",4298952.46666667
"2954",558,"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS","2017",1267862.88595238
"2955",558,"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS","2016",770850.518809524
"2956",559,"CAMIL ALIMENTOS S/A","2017",4671274.81256332
"2957",560,"PRINER SERVIÇOS INDUSTRIAIS S.A.","2017",961766.666666667
"2958",560,"PRINER SERVIÇOS INDUSTRIAIS S.A.","2016",988461.538461538
"2959",561,"SMILES FIDELIDADE S.A.","2017",4718143.65718799
"2960",561,"SMILES FIDELIDADE S.A.","2016",4212861.76190476
"2961",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2017",1825784.575
"2962",562,"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2016",1527098.90153846
"2963",563,"INTER CONSTRUTORA E INCORPORADORA S.A","2017",1110900
"2964",563,"INTER CONSTRUTORA E INCORPORADORA S.A","2016",75000
"2965",564,"CELULOSE IRANI SA","2017",2227682.458
"2966",564,"CELULOSE IRANI SA","2016",2978686.67133333
"2967",564,"CELULOSE IRANI SA","2015",3159660.7694709
"2968",564,"CELULOSE IRANI SA","2014",2200287.27
"2969",564,"CELULOSE IRANI SA","2013",2355656
"2970",564,"CELULOSE IRANI SA","2012",2828480
"2971",564,"CELULOSE IRANI SA","2011",3845002
"2972",564,"CELULOSE IRANI SA","2010",956401.453333333
"2973",565,"PETROBRAS DISTRIBUIDORA SA","2017",3689404.20333333
"2974",565,"PETROBRAS DISTRIBUIDORA SA","2016",2311410.21935715
"2975",566,"BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S.A.","2017",2287406.1525
"2976",566,"BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S.A.","2016",2383549.12
"2977",567,"ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.","2016",675023.255813953
"2978",568,"FLEX GESTÃO DE RELACIONAMENTO S.A.","2017",1148000
"2979",568,"FLEX GESTÃO DE RELACIONAMENTO S.A.","2016",815119.8225
"2980",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2017",1642438.05937662
"2981",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2016",1683960.41471429
"2982",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2015",1528754.642
"2983",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2014",1290063.771
"2984",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2013",1390931.29384615
"2985",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2012",1150789.173
"2986",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2011",883294.341666667
"2987",569,"CENTRAIS ELETRICAS BRASILEIRAS SA","2010",815305.555555556
"2988",570,"NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.","2017",263543.191800878
"2989",571,"HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.","2017",5058737.414
"2990",572,"BANCO INTER S.A.","2017",2208548.62298208
"2991",575,"EQUATORIAL TRANSMISSORA 8 SPE S.A.","2017",0
"2992",577,"AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2017",0
"2993",578,"CIA ENERG MINAS GERAIS - CEMIG","2017",0
"2994",578,"CIA ENERG MINAS GERAIS - CEMIG","2016",182127.498
"2995",578,"CIA ENERG MINAS GERAIS - CEMIG","2015",1397155.66560606
"2996",578,"CIA ENERG MINAS GERAIS - CEMIG","2014",1355157.49766883
"2997",578,"CIA ENERG MINAS GERAIS - CEMIG","2013",1089698.42297902
"2998",578,"CIA ENERG MINAS GERAIS - CEMIG","2012",1055555.04297902
"2999",578,"CIA ENERG MINAS GERAIS - CEMIG","2011",981578.21186014
"3000",578,"CIA ENERG MINAS GERAIS - CEMIG","2010",940317.582843224
"3001",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2017",1330791.42781818
"3002",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2016",1975097.46373077
"3003",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2015",1082587.49832692
"3004",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2014",970223.815615385
"3005",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2013",929131.48625
"3006",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2012",815207.52565097
"3007",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2011",711334.185982906
"3008",579,"CENTRAIS ELETRICAS DE SANTA CATARINA S.A","2010",814546.923076923
"3009",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2017",866914.3975
"3010",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2016",728253.4175
"3011",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2015",711365.9925
"3012",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2014",659499.954
"3013",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2013",457504.526
"3014",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2012",613112.175
"3015",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2011",497137.005
"3016",581,"CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO","2010",424451.95
"3017",582,"CIA CACIQUE CAFE SOLUVEL","2013",1985868.21357143
"3018",582,"CIA CACIQUE CAFE SOLUVEL","2012",1587146.23828571
"3019",582,"CIA CACIQUE CAFE SOLUVEL","2011",1114403.026
"3020",582,"CIA CACIQUE CAFE SOLUVEL","2010",256144.485
"3021",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2017",1703497.81147727
"3022",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2016",1780428.12714286
"3023",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2015",1321594.14321429
"3024",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2014",1051902.72375
"3025",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2013",747899.732222222
"3026",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2012",959481.276333333
"3027",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2011",850578.708333333
"3028",583,"AMPLA ENERGIA E SERVIÇOS S.A.","2010",505816.855555556
"3029",584,"CIA FERRO LIGAS BAHIA FERBASA","2017",2926666.66666667
"3030",584,"CIA FERRO LIGAS BAHIA FERBASA","2016",2647619.04761905
"3031",584,"CIA FERRO LIGAS BAHIA FERBASA","2015",3486595.23809524
"3032",584,"CIA FERRO LIGAS BAHIA FERBASA","2014",2266229.40722222
"3033",584,"CIA FERRO LIGAS BAHIA FERBASA","2013",2861142.47190476
"3034",584,"CIA FERRO LIGAS BAHIA FERBASA","2012",1615324.18582786
"3035",584,"CIA FERRO LIGAS BAHIA FERBASA","2011",1781991.60642857
"3036",584,"CIA FERRO LIGAS BAHIA FERBASA","2010",1447834.68375
"3037",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2017",416471.519090909
"3038",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2016",405109.943079179
"3039",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2015",357756.233166667
"3040",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2014",595460.538461538
"3041",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2013",667789.810897436
"3042",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2012",714804.102564103
"3043",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2011",773252.670989011
"3044",585,"COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA","2010",683217.955824176
"3045",586,"CIA SEGUROS ALIANCA BAHIA","2017",1358266.66666667
"3046",586,"CIA SEGUROS ALIANCA BAHIA","2016",1315466.66666667
"3047",586,"CIA SEGUROS ALIANCA BAHIA","2015",1238789.33333333
"3048",586,"CIA SEGUROS ALIANCA BAHIA","2014",1133533.33333333
"3049",586,"CIA SEGUROS ALIANCA BAHIA","2013",1078133.33333333
"3050",586,"CIA SEGUROS ALIANCA BAHIA","2012",1033170.19066667
"3051",586,"CIA SEGUROS ALIANCA BAHIA","2011",682080
"3052",586,"CIA SEGUROS ALIANCA BAHIA","2010",807852.5
"3053",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2017",1339780.22047619
"3054",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2016",1230811.42857143
"3055",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2015",1161142.85714286
"3056",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2014",1010619.04761905
"3057",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2013",730500
"3058",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2012",792833.333333333
"3059",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2011",613000
"3060",587,"CIA TECIDOS NORTE DE MINAS - COTEMINAS","2010",534666.666666667
"3061",588,"CIA DOCAS DE IMBITUBA","2014",205000
"3062",588,"CIA DOCAS DE IMBITUBA","2013",7284000
"3063",588,"CIA DOCAS DE IMBITUBA","2012",156000
"3064",588,"CIA DOCAS DE IMBITUBA","2011",90012
"3065",588,"CIA DOCAS DE IMBITUBA","2010",90012
"3066",589,"DOCAS INVESTIMENTOS SA","2011",390000
"3067",589,"DOCAS INVESTIMENTOS SA","2010",687500
"3068",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2017",19316.665
"3069",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2016",429243.153333333
"3070",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2015",882508.241333333
"3071",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2011",300577.66
"3072",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2010",553277.777777778
"3073",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2017",172685.625829188
"3074",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2016",255843.034811805
"3075",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2015",601101.99939486
"3076",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2014",559428.801666667
"3077",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2013",550208.733
"3078",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2012",351827.89425
"3079",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2011",378910.681
"3080",591,"CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA","2010",484410.661
"3081",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2017",216.78
"3082",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2016",376.5
"3083",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2015",372.5
"3084",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2014",358.5
"3085",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2013",358.5
"3086",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2012",358.5
"3087",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2011",358.5
"3088",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2010",358.5
"3089",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2014",541803.925833333
"3090",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2011",465187.147142857
"3091",593,"CIA. IGUAÇU DE CAFÉ SOLÚVEL","2010",436614.39
"3092",594,"COMPANHIA INDUSTRIAL CATAGUASES","2017",683405.699666667
"3093",594,"COMPANHIA INDUSTRIAL CATAGUASES","2016",628961.745166667
"3094",594,"COMPANHIA INDUSTRIAL CATAGUASES","2015",955068.046
"3095",594,"COMPANHIA INDUSTRIAL CATAGUASES","2014",1140056.45866667
"3096",594,"COMPANHIA INDUSTRIAL CATAGUASES","2013",1044735.16466667
"3097",594,"COMPANHIA INDUSTRIAL CATAGUASES","2012",1067124.76133333
"3098",594,"COMPANHIA INDUSTRIAL CATAGUASES","2011",1308190.976
"3099",594,"COMPANHIA INDUSTRIAL CATAGUASES","2010",1111705
"3100",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2017",203492.5
"3101",595,"CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL","2012",196592.5
"3102",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2017",5706666.66666667
"3103",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2016",5693333.33333333
"3104",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2015",4578066.66666667
"3105",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2014",6066666.66666667
"3106",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2013",2669000
"3107",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2012",3133000
"3108",596,"COMPANHIA  MELHORAMENTOS DE SÃO PAULO","2011",1920180.64516129
"3109",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2017",973500
"3110",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2016",737666.666666667
"3111",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2015",737666.666666667
"3112",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2014",761500
"3113",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2013",809333.333333333
"3114",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2012",888000
"3115",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2011",988250
"3116",597,"COMPANHIA PAULISTA DE FORCA LUZ - CPFL","2010",1104666.66666667
