"","Codigo","Companhia","Ano","Diretor","Tempo.de.Mandato..Anos."
"816",162,"VIVO PARTICIPAÇÕES SA","2010","Antonio Carlos Valente da Silva",1
"817",164,"MAORI SA","2014","Antonio Carlos Romanoski",3
"818",164,"MAORI SA","2013","Antonio Carlos Romanoski",3
"819",164,"MAORI SA","2012","Antonio Carlos Romanoski",3
"820",164,"MAORI SA","2011","Aline Carli Lex",1
"821",166,"BETAPART PARTICIPAÇÕES SA","2016","MARIA AMALIA DELFIM DE MELO COUTRIM",3
"822",166,"BETAPART PARTICIPAÇÕES SA","2015","MARIA AMALIA DELFIM DE MELO COUTRIM",3
"823",166,"BETAPART PARTICIPAÇÕES SA","2014","MARIA AMALIA DELFIM DE MELO COUTRIM",3
"824",166,"BETAPART PARTICIPAÇÕES SA","2013","Marcos Nascimento Ferreira",2
"825",166,"BETAPART PARTICIPAÇÕES SA","2012","Marcos Nascimento Ferreira",2
"826",166,"BETAPART PARTICIPAÇÕES SA","2011","Verônica Valente Dantas",2
"827",166,"BETAPART PARTICIPAÇÕES SA","2010","Verônica Valente Dantas",2
"828",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2017","Antonio Carlos Duarte Sepúlveda",2
"829",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2016","Antonio Carlos Duarte Sepúlveda",2
"830",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2015","Antônio Carlos Duarte Sepúlveda",6
"831",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2014","Antônio Carlos Duarte Sepúlveda",6
"832",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2013","Antônio Carlos Duarte Sepúlveda",6
"833",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2012","Antônio Carlos Duarte Sepúlveda",6
"834",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2011","Antônio Carlos Duarte Sepúlveda",6
"835",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2010","Antônio Carlos Duarte Sepúlveda",6
"836",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2017","Pedro de Moraes Borba",2
"837",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2016","Pedro de Moraes Borba",2
"838",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2015","Ricardo Furquim Werneck Guimarães",3
"839",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2014","Ricardo Furquim Werneck Guimarães",3
"840",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2013","Ricardo Furquim Werneck Guimarães",3
"841",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2012","Carlos Roberto de Castro Gonzalez",2
"842",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2011","Carlos Roberto de Castro Gonzalez",2
"843",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2010","Guilherme Frederico Escalhão",1
"844",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2017","Luiz Francisco Monteiro de Barros Neto",2
"845",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2016","Luiz Francisco Monteiro de Barros Neto",2
"846",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2015","José Luiz Acar Pedro",5
"847",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2014","José Luiz Acar Pedro",5
"848",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2013","José Luiz Acar Pedro",5
"849",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2012","José Luiz Acar Pedro",5
"850",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2011","José Luiz Acar Pedro",5
"851",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2010","Moise Politi",1
"852",171,"RUMO MALHA PAULISTA S.A.","2017","Julio Fontana Neto",5
"853",171,"RUMO MALHA PAULISTA S.A.","2016","Julio Fontana Neto",5
"854",171,"RUMO MALHA PAULISTA S.A.","2015","Julio Fontana Neto",5
"855",171,"RUMO MALHA PAULISTA S.A.","2014","Julio Fontana Neto",5
"856",171,"RUMO MALHA PAULISTA S.A.","2013","Julio Fontana Neto",5
"857",171,"RUMO MALHA PAULISTA S.A.","2012","Pedro Roberto Oliveira Almeida",3
"858",171,"RUMO MALHA PAULISTA S.A.","2011","Pedro Roberto Oliveira Almeida",3
"859",171,"RUMO MALHA PAULISTA S.A.","2010","Pedro Roberto Oliveira Almeida",3
"860",172,"MRS LOGÍSTICA S/A","2017","Guilherme Segalla de Mello",5
"861",172,"MRS LOGÍSTICA S/A","2016","Guilherme Segalla de Mello",5
"862",172,"MRS LOGÍSTICA S/A","2015","Guilherme Segalla de Mello",5
"863",172,"MRS LOGÍSTICA S/A","2014","Guilherme Segalla de Mello",5
"864",172,"MRS LOGÍSTICA S/A","2013","Guilherme Segalla de Mello",5
"865",172,"MRS LOGÍSTICA S/A","2011","Eduardo Parente Menezes",2
"866",172,"MRS LOGÍSTICA S/A","2010","Eduardo Parente Menezes",2
"867",173,"GAMA PARTICIPAÇÕES S.A.","2017","NORBERTO AGUIAR TOMAZ",1
"868",173,"GAMA PARTICIPAÇÕES S.A.","2010","Verônica Valente Dantas",1
"869",174,"KROTON EDUCACIONAL S.A.","2017","Rodrigo Calvo Galindo",8
"870",174,"KROTON EDUCACIONAL S.A.","2016","Rodrigo Calvo Galindo",8
"871",174,"KROTON EDUCACIONAL S.A.","2015","Rodrigo Calvo Galindo",8
"872",174,"KROTON EDUCACIONAL S.A.","2014","Rodrigo Calvo Galindo",8
"873",174,"KROTON EDUCACIONAL S.A.","2013","Rodrigo Calvo Galindo",8
"874",174,"KROTON EDUCACIONAL S.A.","2012","Rodrigo Calvo Galindo",8
"875",174,"KROTON EDUCACIONAL S.A.","2011","Rodrigo Calvo Galindo",8
"876",174,"KROTON EDUCACIONAL S.A.","2010","Rodrigo Calvo Galindo",8
"877",177,"AETATIS SECURITIZADORA S.A.","2015","Maximo Pinheiro Lima Netto",1
"878",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2012","João Mauricio Giffoni de Castro Neves",3
"879",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2011","João Mauricio Giffoni de Castro Neves",3
"880",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2010","João Mauricio Giffoni de Castro Neves",3
"881",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2017","Luiz Antônio Ciarlini",5
"882",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2016","Luiz Antônio Ciarlini",5
"883",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2015","Luiz Antônio Ciarlini",5
"884",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2014","Luiz Antônio Ciarlini",5
"885",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2013","Luiz Antônio Ciarlini",5
"886",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2012","José Roberto Bezerra de Medeiros",3
"887",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2011","José Roberto Bezerra de Medeiros",3
"888",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2010","José Roberto Bezerra de Medeiros",3
"889",181,"RASIP AGRO PASTORIL SA","2012","RAUL ANSELMO RANDON",3
"890",181,"RASIP AGRO PASTORIL SA","2011","RAUL ANSELMO RANDON",3
"891",181,"RASIP AGRO PASTORIL SA","2010","RAUL ANSELMO RANDON",3
"892",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2017","Onivaldo Scalco",7
"893",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2016","Onivaldo Scalco",7
"894",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2015","Onivaldo Scalco",7
"895",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2014","Onivaldo Scalco",7
"896",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2013","Onivaldo Scalco",7
"897",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2012","Onivaldo Scalco",7
"898",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2011","Onivaldo Scalco",7
"899",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2010","Fernando Cesar Brasileiro",1
"900",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2017","Raimundo Nonato Alencar de Castro",5
"901",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2016","Raimundo Nonato Alencar de Castro",5
"902",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2015","Raimundo Nonato Alencar de Castro",5
"903",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2014","Raimundo Nonato Alencar de Castro",5
"904",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2013","Raimundo Nonato Alencar de Castro",5
"905",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2010","Carmem Campos Pereira",1
"906",184,"PROMPT PARTICIPAÇÕES S.A.","2017","EDUARDO DE BRITTO PEREIRA AZEVEDO",1
"907",185,"AES TIETE SA","2014","Britaldo Pedrosa Soares",5
"908",185,"AES TIETE SA","2013","Britaldo Pedrosa Soares",5
"909",185,"AES TIETE SA","2012","Britaldo Pedrosa Soares",5
"910",185,"AES TIETE SA","2011","Britaldo Pedrosa Soares",5
"911",185,"AES TIETE SA","2010","Britaldo Pedrosa Soares",5
"912",186,"RIO PARANAPANEMA ENERGIA SA","2017","Yinsheng Li",3
"913",186,"RIO PARANAPANEMA ENERGIA SA","2016","Yinsheng Li",3
"914",186,"RIO PARANAPANEMA ENERGIA SA","2015","Yinsheng Li",3
"915",186,"RIO PARANAPANEMA ENERGIA SA","2014","Armando de Azevedo Henriques",2
"916",186,"RIO PARANAPANEMA ENERGIA SA","2013","Armando de Azevedo Henriques",2
"917",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2017","Reynaldo Passanezi Filho",5
"918",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2016","Reynaldo Passanezi Filho",5
"919",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2015","Reynaldo Passanezi Filho",5
"920",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2014","Reynaldo Passanezi Filho",5
"921",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2013","Reynaldo Passanezi Filho",5
"922",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2011","César Augusto Ramírez Rojas",2
"923",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2010","César Augusto Ramírez Rojas",2
"924",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2017","Glauber da Cunha Santos",7
"925",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2016","Glauber da Cunha Santos",7
"926",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2015","Glauber da Cunha Santos",7
"927",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2014","Glauber da Cunha Santos",7
"928",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2013","Glauber da Cunha Santos",7
"929",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2012","Glauber da Cunha Santos",7
"930",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2011","Glauber da Cunha Santos",7
"931",189,"IDEIASNET SA","2017","Sami Amine Haddad",8
"932",189,"IDEIASNET SA","2016","Sami Amine Haddad",8
"933",189,"IDEIASNET SA","2015","Sami Amine Haddad",8
"934",189,"IDEIASNET SA","2014","Sami Amine Haddad",8
"935",189,"IDEIASNET SA","2013","Sami Amine Haddad",8
"936",189,"IDEIASNET SA","2012","Sami Amine Haddad",8
"937",189,"IDEIASNET SA","2011","Sami Amine Haddad",8
"938",189,"IDEIASNET SA","2010","Sami Amine Haddad",8
"939",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2017","Walter Torre Junior",3
"940",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2016","Walter Torre Junior",3
"941",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2015","Walter Torre Junior",3
"942",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2014","Francisco Geraldo Caçador",5
"943",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2013","Francisco Geraldo Caçador",5
"944",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2012","Francisco Geraldo Caçador",5
"945",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2011","Francisco Geraldo Caçador",5
"946",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2010","Francisco Geraldo Caçador",5
"947",191,"ULTRAPAR PARTICIPAÇÕES SA","2017","Frederico Pinheiro Fleury Curado",1
"948",191,"ULTRAPAR PARTICIPAÇÕES SA","2016","Thilo Mannhardt",5
"949",191,"ULTRAPAR PARTICIPAÇÕES SA","2015","Thilo Mannhardt",5
"950",191,"ULTRAPAR PARTICIPAÇÕES SA","2014","Thilo Mannhardt",5
"951",191,"ULTRAPAR PARTICIPAÇÕES SA","2013","Thilo Mannhardt",5
"952",191,"ULTRAPAR PARTICIPAÇÕES SA","2012","Thilo Mannhardt",5
"953",191,"ULTRAPAR PARTICIPAÇÕES SA","2011","Pedro Wongtschowski",2
"954",191,"ULTRAPAR PARTICIPAÇÕES SA","2010","Pedro Wongtschowski",2
"955",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2017","NEURISANGELO CAVALCANTE DE FREITAS",4
"956",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2016","NEURISANGELO CAVALCANTE DE FREITAS",4
"957",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2015","NEURISANGELO CAVALCANTE DE FREITAS",4
"958",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2014","NEURISANGELO CAVALCANTE DE FREITAS",4
"959",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2013","ANDRE MACEDO FACO",1
"960",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2012","NEURISANGELO CAVALCANTE DE FREITAS",1
"961",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2011","ANDRE MACEDO FACO",1
"962",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2010","Gotardo Gomes Gurgel Júnior",1
"963",195,"INVESTCO S/A","2017","Luiz Otavio Assis Henriques",3
"964",195,"INVESTCO S/A","2016","Luiz Otavio Assis Henriques",3
"965",195,"INVESTCO S/A","2015","Luiz Otavio Assis Henriques",3
"966",195,"INVESTCO S/A","2014","Luiz Otavio de Assis Henriques",1
"967",195,"INVESTCO S/A","2013","Luiz Otávio Assis Henriques",4
"968",195,"INVESTCO S/A","2012","Luiz Otávio Assis Henriques",4
"969",195,"INVESTCO S/A","2011","Luiz Otávio Assis Henriques",4
"970",195,"INVESTCO S/A","2010","Luiz Otávio Assis Henriques",4
"971",196,"DTCOM - DIRECT TO COMPANY S.A.","2017","NORTON PAIM MOREIRA",3
"972",196,"DTCOM - DIRECT TO COMPANY S.A.","2016","NORTON PAIM MOREIRA",3
"973",196,"DTCOM - DIRECT TO COMPANY S.A.","2015","NORTON PAIM MOREIRA",3
"974",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2017","RICARDO JOSÉ SOAVINSKI",1
"975",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2016","MOUNIR CHAOWICHE",3
"976",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2015","MOUNIR CHAOWICHE",3
"977",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2014","MOUNIR CHAOWICHE",3
"978",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2013","Fernando Eugenio Ghignone",1
"979",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2012","FERNANDO EUGENIO GHIGNONE",2
"980",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2011","FERNANDO EUGENIO GHIGNONE",2
"981",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2010","FERNANDO EUGÊNIO GHIGNONE",1
"982",200,"CPFL ENERGIA SA","2017","Andre Dorf",3
"983",200,"CPFL ENERGIA SA","2016","Andre Dorf",3
"984",200,"CPFL ENERGIA SA","2015","Andre Dorf",3
"985",200,"CPFL ENERGIA SA","2014","Wilson P. Ferreira Junior",5
"986",200,"CPFL ENERGIA SA","2013","Wilson P. Ferreira Junior",5
"987",200,"CPFL ENERGIA SA","2012","Wilson P. Ferreira Junior",5
"988",200,"CPFL ENERGIA SA","2011","Wilson P. Ferreira Junior",5
"989",200,"CPFL ENERGIA SA","2010","Wilson P. Ferreira Junior",5
"990",201,"TELEMAR PARTICIPAÇÕES SA","2014","Fernando Magalhães Portella",3
"991",201,"TELEMAR PARTICIPAÇÕES SA","2013","Fernando Magalhães Portella",3
"992",201,"TELEMAR PARTICIPAÇÕES SA","2012","Fernando Magalhães Portella",3
"993",201,"TELEMAR PARTICIPAÇÕES SA","2011","Pedro Jereissati",2
"994",201,"TELEMAR PARTICIPAÇÕES SA","2010","Pedro Jereissati",2
"995",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2017","PAULO SÉRGIO DE CARVALHO GONÇALVES TOURINHO",6
"996",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2016","PAULO SÉRGIO DE CARVALHO GONÇALVES TOURINHO",6
"997",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2015","PAULO SÉRGIO DE CARVALHO GONÇALVES TOURINHO",6
"998",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2014","PAULO SÉRGIO DE CARVALHO GONÇALVES TOURINHO",6
"999",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2013","PAULO SÉRGIO DE CARVALHO GONÇALVES TOURINHO",6
"1000",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2012","PAULO SÉRGIO DE CARVALHO GONÇALVES TOURINHO",6
"1001",203,"CEMIG TELECOMUNICAÇÕES S/A","2016","Fernando Augusto de Campos",1
"1002",203,"CEMIG TELECOMUNICAÇÕES S/A","2015","Aloisio Marcos Vasconcelos Novais",3
"1003",203,"CEMIG TELECOMUNICAÇÕES S/A","2014","Aloisio Marcos Vasconcelos Novais",3
"1004",203,"CEMIG TELECOMUNICAÇÕES S/A","2013","Aloisio Marcos Vasconcelos Novais",3
"1005",203,"CEMIG TELECOMUNICAÇÕES S/A","2012","Djalma Bastos de Morais",3
"1006",203,"CEMIG TELECOMUNICAÇÕES S/A","2011","Djalma Bastos de Morais",3
"1007",203,"CEMIG TELECOMUNICAÇÕES S/A","2010","Djalma Bastos de Morais",3
"1008",204,"BRADESPAR S/A","2017","Fernando Jorge Buso Gomes",5
"1009",204,"BRADESPAR S/A","2016","Fernando Jorge Buso Gomes",5
"1010",204,"BRADESPAR S/A","2015","Fernando Jorge Buso Gomes",5
"1011",204,"BRADESPAR S/A","2014","Fernando Jorge Buso Gomes",5
"1012",204,"BRADESPAR S/A","2013","Fernando Jorge Buso Gomes",5
"1013",204,"BRADESPAR S/A","2012","Luiz Mauricio Leuzinger",3
"1014",204,"BRADESPAR S/A","2011","Luiz Mauricio Leuzinger",3
"1015",204,"BRADESPAR S/A","2010","Luiz Mauricio Leuzinger",3
"1016",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2017","Luiz Francisco Monteiros de Barros Neto",2
"1017",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2016","Luiz Francisco Monteiros de Barros Neto",2
"1018",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2015","José Luiz Acar Pedro",3
"1019",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2014","José Luiz Acar Pedro",3
"1020",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2013","José Luiz Acar Pedro",3
"1021",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2011","Moise Politi",2
"1022",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2010","Moise Politi",2
"1023",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2017","Erik da Costa Breyer",3
"1024",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2016","Erik da Costa Breyer",3
"1025",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2015","Erik da Costa Breyer",3
"1026",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2014","Gustavo Nunes da Silva Rocha",5
"1027",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2013","Gustavo Nunes da Silva Rocha",5
"1028",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2012","Gustavo Nunes da Silva Rocha",5
"1029",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2011","Gustavo Nunes da Silva Rocha",5
"1030",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2010","Gustavo Nunes da Silva Rocha",5
"1031",207,"CCR S.A.","2017","Leonardo Couto Vianna",1
"1032",207,"CCR S.A.","2016","Renato Alves Vale",7
"1033",207,"CCR S.A.","2015","Renato Alves Vale",7
"1034",207,"CCR S.A.","2014","Renato Alves Vale",7
"1035",207,"CCR S.A.","2013","Renato Alves Vale",7
"1036",207,"CCR S.A.","2012","Renato Alves Vale",7
"1037",207,"CCR S.A.","2011","Renato Alves Vale",7
"1038",207,"CCR S.A.","2010","Renato Alves Vale",7
"1039",208,"VICUNHA SIDERURGIA SA","2011","Benjamin Steinbruch",2
"1040",208,"VICUNHA SIDERURGIA SA","2010","Benjamin Steinbruch",2
"1041",209,"CPFL GERAÇÃO DE ENERGIA S/A","2017","Karin Regina Luchesi",1
"1042",209,"CPFL GERAÇÃO DE ENERGIA S/A","2016","Fernando Mano da Silva",4
"1043",209,"CPFL GERAÇÃO DE ENERGIA S/A","2015","Fernando Mano da Silva",4
"1044",209,"CPFL GERAÇÃO DE ENERGIA S/A","2014","Fernando Mano da Silva",4
"1045",209,"CPFL GERAÇÃO DE ENERGIA S/A","2013","Fernando Mano da Silva",4
"1046",209,"CPFL GERAÇÃO DE ENERGIA S/A","2012","Karin Regina Luchesi",1
"1047",209,"CPFL GERAÇÃO DE ENERGIA S/A","2011","(Cargo vago, conforme deliberação em RCA de 30/04/2013)",1
"1048",209,"CPFL GERAÇÃO DE ENERGIA S/A","2011","Gustavo Estrella",1
"1049",209,"CPFL GERAÇÃO DE ENERGIA S/A","2010","Paulo Eduardo De Almeida Godoy",1
"1050",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2013","Roberto Valério Neto",2
"1051",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2012","Roberto Valério Neto",2
"1052",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2011","Ricardo Leonel Scavazza",2
"1053",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2010","Ricardo Leonel Scavazza",2
"1054",211,"AES TIETÊ ENERGIA S.A","2017","Ítalo Tadeu de Carvalho Freitas Filho",3
"1055",211,"AES TIETÊ ENERGIA S.A","2016","Ítalo Tadeu de Carvalho Freitas Filho",3
"1056",211,"AES TIETÊ ENERGIA S.A","2015","Ítalo Tadeu de Carvalho Freitas Filho",3
"1057",211,"AES TIETÊ ENERGIA S.A","2013","Britaldo Pedrosa Soares",4
"1058",211,"AES TIETÊ ENERGIA S.A","2012","Britaldo Pedrosa Soares",4
"1059",211,"AES TIETÊ ENERGIA S.A","2011","Britaldo Pedrosa Soares",4
"1060",211,"AES TIETÊ ENERGIA S.A","2010","Britaldo Pedrosa Soares",4
"1061",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2017","Ricardo José Charbel",2
"1062",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2016","Ricardo José Charbel",2
"1063",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2015","Jaconias de Aguiar",3
"1064",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2014","Jaconias de Aguiar",3
"1065",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2013","Jaconias de Aguiar",3
"1066",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2012","Gioreli de Sousa Filho",2
"1067",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2011","Gioreli de Sousa Filho",2
"1068",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2010","Eduardo Alves Mantovani",1
"1069",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2017","João Guilherme de Moraes Braga",1
"1070",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2016","Helio Ogama",7
"1071",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2015","Helio Ogama",7
"1072",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2014","Helio Ogama",7
"1073",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2013","Helio Ogama",7
"1074",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2012","Helio Ogama",7
"1075",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2011","Helio Ogama",7
"1076",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2010","Helio Ogama",7
"1077",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2017","Renato Torres de Faria",3
"1078",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2016","Renato Torres de Faria",3
"1079",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2015","Renato Torres de Faria",3
"1080",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2010","Luiz Otávio Mourão",1
"1081",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2015","Marco Norci Schroeder",1
"1082",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2014","Bayard de Paoli Gontijo",2
"1083",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2013","Bayard de Paoli Gontijo",2
"1084",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2012","Zeinal Abedin Mahomed Bava",1
"1085",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2011","José Mauro Mettrau Carneiro da Cunha",1
"1086",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2010","Francisco Tosta Valim Filho",1
"1087",218,"COARI PARTICIPAÇÕES SA","2010","Francisco Tosta Valim Filho",1
"1088",219,"CAIANDA PARTICIPAÇÕES SA","2015","Eduardo Alcalay",2
